uf;cd_ufe;cd_mue;nome;populacao;geocodigo
PB;25;7804;Junco do Seridó;7165;2507804
PB;25;7903;Juripiranga;10770;2507903
PB;25;8000;Juru;9868;2508000
PB;25;8109;Lagoa;4666;2508109
PB;25;8208;Lagoa de Dentro;7670;2508208
PB;25;8307;Lagoa Seca;27543;2508307
PB;25;8406;Lastro;2725;2508406
PB;25;8505;Livramento;7386;2508505
PB;25;8554;Logradouro;4343;2508554
PB;25;8604;Lucena;13121;2508604
PB;25;8703;Mãe d'Água;4009;2508703
PB;25;8802;Malta;5665;2508802
PB;25;8901;Mamanguape;45005;2508901
PB;25;9008;Manaíra;11120;2509008
PB;25;9057;Marcação;8586;2509057
PB;25;9107;Mari;21854;2509107
PB;25;9156;Marizópolis;6614;2509156
PB;25;9206;Massaranduba;13853;2509206
PB;25;9305;Mataraca;8466;2509305
PB;25;9339;Matinhas;4537;2509339
PB;25;9370;Mato Grosso;2915;2509370
PB;25;9396;Maturéia;6587;2509396
PB;25;9404;Mogeiro;13286;2509404
PB;25;9503;Montadas;5691;2509503
PB;25;9602;Monte Horebe;4825;2509602
PB;25;9701;Monteiro;33294;2509701
PB;25;9800;Mulungu;9922;2509800
PB;25;9909;Natuba;10460;2509909
PB;25;10006;Nazarezinho;7296;2510006
PB;25;10105;Nova Floresta;10639;2510105
PB;25;10204;Nova Olinda;5944;2510204
PB;25;10303;Nova Palmeira;4910;2510303
PB;25;10402;Olho d'Água;6512;2510402
PB;25;10501;Olivedos;3951;2510501
PB;25;10600;Ouro Velho;3042;2510600
PB;25;10659;Parari;1769;2510659
PB;25;10709;Passagem;2424;2510709
PB;25;10808;Patos;107790;2510808
PB;25;10907;Paulista;12308;2510907
PB;25;11004;Pedra Branca;3803;2511004
PB;25;11103;Pedra Lavrada;8122;2511103
PB;25;11202;Pedras de Fogo;28499;2511202
PB;25;11301;Piancó;16091;2511301
PB;25;11400;Picuí;18737;2511400
PB;25;11509;Pilar;11938;2511509
PB;25;11608;Pilões;6607;2511608
PB;25;11707;Pilõezinhos;5080;2511707
PB;25;11806;Pirpirituba;10585;2511806
PB;25;11905;Pitimbu;19182;2511905
PB;25;12002;Pocinhos;18622;2512002
PB;25;12036;Poço Dantas;3770;2512036
PB;25;12077;Poço de José de Moura;4318;2512077
PB;25;12101;Pombal;32766;2512101
PB;25;12200;Prata;4179;2512200
PB;25;12309;Princesa Isabel;23489;2512309
PB;25;12408;Puxinanã;13715;2512408
PB;25;12507;Queimadas;44214;2512507
PB;25;12606;Quixaba;1964;2512606
PB;25;12705;Remígio;19579;2512705
PB;25;12721;Pedro Régis;6099;2512721
PB;25;12747;Riachão;3607;2512747
PB;25;12754;Riachão do Bacamarte;4529;2512754
PB;25;12762;Riachão do Poço;4519;2512762
PB;25;12788;Riacho de Santo Antônio;1985;2512788
PB;25;12804;Riacho dos Cavalos;8609;2512804
PB;25;12903;Rio Tinto;24154;2512903
PB;25;13000;Salgadinho;3980;2513000
PB;25;13109;Salgado de São Félix;12145;2513109
PB;25;13158;Santa Cecília;6557;2513158
PB;25;13208;Santa Cruz;6585;2513208
PB;25;13307;Santa Helena;5887;2513307
PB;25;13356;Santa Inês;3596;2513356
PB;25;13406;Santa Luzia;15401;2513406
PB;25;13505;Santana de Mangueira;5159;2513505
PB;25;13604;Santana dos Garrotes;7024;2513604
PB;25;13653;Joca Claudino;2690;2513653
PB;25;13703;Santa Rita;136851;2513703
PB;25;13802;Santa Teresinha;4573;2513802
PB;25;13851;Santo André;2519;2513851
PB;25;13901;São Bento;34215;2513901
PB;25;13927;São Bentinho;4540;2513927
PB;25;13943;São Domingos do Cariri;2601;2513943
PB;25;13968;São Domingos;3120;2513968
PB;25;13984;São Francisco;3363;2513984
PB;25;14008;São João do Cariri;4296;2514008
PB;25;14107;São João do Tigre;4423;2514107
PB;25;14206;São José da Lagoa Tapada;7679;2514206
PB;25;14305;São José de Caiana;6279;2514305
PB;25;14404;São José de Espinharas;4635;2514404
PB;25;14453;São José dos Ramos;5969;2514453
PB;25;14503;São José de Piranhas;20163;2514503
PB;25;14552;São José de Princesa;3842;2514552
PB;25;14602;São José do Bonfim;3566;2514602
PB;25;14651;São José do Brejo do Cruz;1806;2514651
PB;25;14701;São José do Sabugi;4145;2514701
PB;25;14800;São José dos Cordeiros;3711;2514800
PB;25;14909;São Mamede;7721;2514909
PB;25;15005;São Miguel de Taipu;7180;2515005
PB;25;15104;São Sebastião de Lagoa de Roça;11845;2515104
PB;25;15203;São Sebastião do Umbuzeiro;3496;2515203
PB;25;15302;Sapé;52697;2515302
PB;25;15401;São Vicente do Seridó;11084;2515401
PB;25;15500;Serra Branca;13707;2515500
PB;25;15609;Serra da Raiz;3121;2515609
PB;25;15708;Serra Grande;3100;2515708
PB;25;15807;Serra Redonda;7020;2515807
PB;25;15906;Serraria;6093;2515906
PB;25;15930;Sertãozinho;5044;2515930
PB;25;15971;Sobrado;7795;2515971
PB;25;16003;Solânea;26376;2516003
PB;25;16102;Soledade;14987;2516102
PB;25;16151;Sossêgo;3567;2516151
PB;25;16201;Sousa;69554;2516201
PB;25;16300;Sumé;16957;2516300
PB;25;16409;Tacima;10967;2516409
PB;25;16508;Taperoá;15276;2516508
PB;25;16607;Tavares;14661;2516607
PB;25;16706;Teixeira;15191;2516706
PB;25;16755;Tenório;3066;2516755
PB;25;16805;Triunfo;9482;2516805
PB;25;16904;Uiraúna;15382;2516904
PB;25;17001;Umbuzeiro;9913;2517001
PB;25;17100;Várzea;2820;2517100
PB;25;17209;Vieirópolis;5358;2517209
PB;25;17407;Zabelê;2245;2517407
PE;26;54;Abreu e Lima;99364;2600054
PE;26;104;Afogados da Ingazeira;37017;2600104
PE;26;203;Afrânio;19411;2600203
PE;26;302;Agrestina;24644;2600302
PE;26;401;Água Preta;36371;2600401
PE;26;500;Águas Belas;43087;2600500
PE;26;609;Alagoinha;14517;2600609
PE;26;708;Aliança;38267;2600708
PE;26;807;Altinho;22896;2600807
PE;26;906;Amaraji;22726;2600906
PE;26;1003;Angelim;11045;2601003
PE;26;1052;Araçoiaba;20268;2601052
PE;26;1102;Araripina;83757;2601102
PE;26;1201;Arcoverde;73667;2601201
PE;26;1300;Barra de Guabiraba;14224;2601300
PE;26;1409;Barreiros;42438;2601409
PE;26;1508;Belém de Maria;11992;2601508
PE;26;1607;Belém do São Francisco;20670;2601607
PE;26;1706;Belo Jardim;75986;2601706
PE;26;1805;Betânia;12637;2601805
PE;26;1904;Bezerros;60549;2601904
PE;26;2001;Bodocó;37816;2602001
PE;26;2100;Bom Conselho;48214;2602100
PE;26;2209;Bom Jardim;39025;2602209
PE;26;2308;Bonito;38044;2602308
PE;26;2407;Brejão;8973;2602407
PE;26;2506;Brejinho;7465;2602506
PE;26;2605;Brejo da Madre de Deus;50138;2602605
PE;26;2704;Buenos Aires;13085;2602704
PE;26;2803;Buíque;57696;2602803
PE;26;2902;Cabo de Santo Agostinho;204653;2602902
PE;26;3009;Cabrobó;33856;2603009
PE;26;3108;Cachoeirinha;20209;2603108
PE;26;3207;Caetés;28500;2603207
PE;26;3306;Calçado;11055;2603306
PE;26;3405;Calumbi;5736;2603405
PE;26;3454;Camaragibe;156361;2603454
PE;26;3504;Camocim de São Félix;18583;2603504
PE;26;3603;Camutanga;8493;2603603
PE;26;3702;Canhotinho;24762;2603702
PE;26;3801;Capoeiras;19991;2603801
PE;26;3900;Carnaíba;19440;2603900
PE;26;3926;Carnaubeira da Penha;12805;2603926
PE;26;4007;Carpina;82685;2604007
PE;26;4106;Caruaru;356128;2604106
PE;26;4155;Casinhas;14274;2604155
PE;26;4205;Catende;42343;2604205
PE;26;4304;Cedro;11695;2604304
PE;26;4403;Chã de Alegria;13396;2604403
PE;26;4502;Chã Grande;21525;2604502
PE;26;4601;Condado;26186;2604601
PE;26;4700;Correntes;18098;2604700
PE;26;4809;Cortês;12560;2604809
PE;26;4908;Cumaru;11559;2604908
PE;26;5004;Cupira;23977;2605004
PE;26;5103;Custódia;36753;2605103
PE;26;5152;Dormentes;18692;2605152
PE;26;5202;Escada;68281;2605202
PE;26;5301;Exu;31790;2605301
PE;26;5400;Feira Nova;21958;2605400
PE;26;5459;Fernando de Noronha;3016;2605459
PE;26;5509;Ferreiros;12057;2605509
PE;26;5608;Flores;22567;2605608
PE;26;5707;Floresta;32483;2605707
PE;26;5806;Frei Miguelinho;15328;2605806
PE;26;5905;Gameleira;30709;2605905
PE;26;6002;Garanhuns;138642;2606002
PE;26;6101;Glória do Goitá;30425;2606101
PE;26;6200;Goiana;79249;2606200
PE;26;6309;Granito;7417;2606309
PE;26;6408;Gravatá;83241;2606408
PE;26;6507;Iati;19100;2606507
PE;26;6606;Ibimirim;28985;2606606
PE;26;6705;Ibirajuba;7735;2606705
PE;26;6804;Igarassu;115398;2606804
PE;26;6903;Iguaracy;12175;2606903
PE;26;7000;Inajá;22801;2607000
PE;26;7109;Ingazeira;4542;2607109
PE;26;7208;Ipojuca;94533;2607208
PE;26;7307;Ipubi;30447;2607307
PE;26;7406;Itacuruba;4858;2607406
PE;26;7505;Itaíba;26314;2607505
PE;26;7604;Ilha de Itamaracá;25789;2607604
PE;26;7653;Itambé;36320;2607653
PE;26;7703;Itapetim;13638;2607703
PE;26;7752;Itapissuma;26338;2607752
PE;26;7802;Itaquitinga;16859;2607802
PE;26;7901;Jaboatão dos Guararapes;695956;2607901
PE;26;7950;Jaqueira;11634;2607950
PE;26;8008;Jataúba;17026;2608008
PE;26;8057;Jatobá;14703;2608057
PE;26;8107;João Alfredo;33485;2608107
PE;26;8206;Joaquim Nabuco;15989;2608206
PE;26;8255;Jucati;11334;2608255
PE;26;8305;Jupi;14712;2608305
PE;26;8404;Jurema;15284;2608404
PE;26;8453;Lagoa do Carro;17847;2608453
PE;26;8503;Lagoa de Itaenga;21338;2608503
PE;26;8602;Lagoa do Ouro;13033;2608602
PE;26;8701;Lagoa dos Gatos;16218;2608701
PE;26;8750;Lagoa Grande;25294;2608750
PE;26;8800;Lajedo;39888;2608800
PE;26;8909;Limoeiro;56140;2608909
PE;26;9006;Macaparana;25214;2609006
PE;26;9105;Machados;15820;2609105
PE;26;9154;Manari;21047;2609154
PE;26;9204;Maraial;11433;2609204
PE;26;9303;Mirandiba;15270;2609303
PE;26;9402;Moreno;62119;2609402
PE;26;9501;Nazaré da Mata;32280;2609501
PE;26;9600;Olinda;390771;2609600
PE;26;9709;Orobó;23768;2609709
PE;26;9808;Orocó;14794;2609808
PE;26;9907;Ouricuri;68776;2609907
PE;26;10004;Palmares;62832;2610004
PE;26;10103;Palmeirina;7761;2610103
PE;26;10202;Panelas;26417;2610202
PE;26;10301;Paranatama;11449;2610301
PE;26;10400;Parnamirim;21383;2610400
PE;26;10509;Passira;28889;2610509
PE;26;10608;Paudalho;55942;2610608
PE;26;10707;Paulista;328353;2610707
PE;26;10806;Pedra;22505;2610806
PE;26;10905;Pesqueira;66881;2610905
PE;26;11002;Petrolândia;36108;2611002
PE;26;11101;Petrolina;343219;2611101
PE;26;11200;Poção;11268;2611200
PE;26;11309;Pombos;26960;2611309
PE;26;11408;Primavera;14798;2611408
PE;26;11507;Quipapá;25831;2611507
PE;26;11533;Quixaba;6802;2611533
PE;26;11606;Recife;1633697;2611606
PE;26;11705;Riacho das Almas;20392;2611705
PE;26;11804;Ribeirão;47088;2611804
PE;26;11903;Rio Formoso;23379;2611903
PE;26;12000;Sairé;10065;2612000
PE;26;12109;Salgadinho;10747;2612109
PE;26;12208;Salgueiro;60453;2612208
PE;26;12307;Saloá;15779;2612307
PE;26;12406;Sanharó;25979;2612406
PE;26;12455;Santa Cruz;15202;2612455
PE;26;12471;Santa Cruz da Baixa Verde;12501;2612471
PE;26;12505;Santa Cruz do Capibaribe;105761;2612505
PE;26;12554;Santa Filomena;14355;2612554
PE;26;12604;Santa Maria da Boa Vista;41652;2612604
PE;26;12703;Santa Maria do Cambucá;14013;2612703
PE;26;12802;Santa Terezinha;11734;2612802
PE;26;12901;São Benedito do Sul;15683;2612901
PE;26;13008;São Bento do Una;58824;2613008
PE;26;13107;São Caitano;37023;2613107
PE;26;13206;São João;22628;2613206
PE;26;13305;São Joaquim do Monte;21257;2613305
PE;26;13404;São José da Coroa Grande;20963;2613404
PE;26;13503;São José do Belmonte;33804;2613503
PE;26;13602;São José do Egito;33704;2613602
PE;26;13701;São Lourenço da Mata;112099;2613701
PE;26;13800;São Vicente Ferrer;17904;2613800
PE;26;13909;Serra Talhada;85568;2613909
PE;26;14006;Serrita;19080;2614006
PE;26;14105;Sertânia;35670;2614105
PE;26;14204;Sirinhaém;45263;2614204
PE;26;14303;Moreilândia;11238;2614303
PE;26;14402;Solidão;5978;2614402
PE;26;14501;Surubim;64373;2614501
PE;26;14600;Tabira;28301;2614600
PE;26;14709;Tacaimbó;12853;2614709
PE;26;14808;Tacaratu;25368;2614808
PE;26;14857;Tamandaré;23100;2614857
PE;26;15003;Taquaritinga do Norte;28358;2615003
PE;26;15102;Terezinha;7120;2615102
PE;26;15201;Terra Nova;10437;2615201
PE;26;15300;Timbaúba;53083;2615300
PE;26;15409;Toritama;44189;2615409
PE;26;15508;Tracunhaém;13689;2615508
PE;26;15607;Trindade;30155;2615607
PE;26;15706;Triunfo;15221;2615706
PE;26;15805;Tupanatinga;26990;2615805
PE;26;15904;Tuparetama;8169;2615904
PE;26;16001;Venturosa;18258;2616001
PE;26;16100;Verdejante;9490;2616100
PE;26;16183;Vertente do Lério;7641;2616183
PE;26;16209;Vertentes;20460;2616209
PE;26;16308;Vicência;32429;2616308
PE;26;16407;Vitória de Santo Antão;137578;2616407
PE;26;16506;Xexéu;14651;2616506
AL;27;102;Água Branca;20467;2700102
AL;27;201;Anadia;17818;2700201
AL;27;300;Arapiraca;234185;2700300
AL;27;409;Atalaia;47744;2700409
AL;27;508;Barra de Santo Antônio;16064;2700508
AL;27;607;Barra de São Miguel;8401;2700607
AL;27;706;Batalha;18757;2700706
AL;27;805;Belém;4453;2700805
AL;27;904;Belo Monte;6797;2700904
AL;27;1001;Boca da Mata;27590;2701001
AL;27;1100;Branquinha;10675;2701100
AL;27;1209;Cacimbinhas;10897;2701209
AL;27;1308;Cajueiro;21526;2701308
AL;27;1357;Campestre;7024;2701357
AL;27;1407;Campo Alegre;57548;2701407
AL;27;1506;Campo Grande;9692;2701506
AL;27;1605;Canapi;17983;2701605
AL;27;1704;Capela;17354;2701704
AL;27;1803;Carneiros;9155;2701803
AL;27;1902;Chã Preta;7427;2701902
AL;27;2009;Coité do Nóia;10888;2702009
AL;27;2108;Colônia Leopoldina;21926;2702108
AL;27;2207;Coqueiro Seco;5918;2702207
AL;27;2306;Coruripe;57498;2702306
AL;27;2355;Craíbas;24510;2702355
AL;27;2405;Delmiro Gouveia;52597;2702405
AL;27;2504;Dois Riachos;11214;2702504
AL;27;2553;Estrela de Alagoas;18435;2702553
AL;27;2603;Feira Grande;22481;2702603
AL;27;2702;Feliz Deserto;4806;2702702
AL;27;2801;Flexeiras;12966;2702801
AL;27;2900;Girau do Ponciano;41279;2702900
AL;27;3007;Ibateguara;15840;2703007
AL;27;3106;Igaci;26022;2703106
AL;27;3205;Igreja Nova;24793;2703205
AL;27;3304;Inhapi;18652;2703304
AL;27;3403;Jacaré dos Homens;5356;2703403
AL;27;3502;Jacuípe;7135;2703502
AL;27;3601;Japaratinga;8453;2703601
AL;27;3700;Jaramataia;5676;2703700
AL;27;3759;Jequiá da Praia;11782;2703759
AL;27;3809;Joaquim Gomes;24280;2703809
AL;27;3908;Jundiá;4231;2703908
AL;27;4005;Junqueiro;25093;2704005
AL;27;4104;Lagoa da Canoa;18175;2704104
AL;27;4203;Limoeiro de Anadia;28953;2704203
AL;27;4302;Maceió;1029129;2704302
AL;27;4401;Major Isidoro;20200;2704401
AL;27;4500;Maragogi;32940;2704500
AL;27;4609;Maravilha;9418;2704609
AL;27;4708;Marechal Deodoro;52260;2704708
AL;27;4807;Maribondo;13514;2704807
AL;27;4906;Mar Vermelho;3579;2704906
AL;27;5002;Mata Grande;25589;2705002
AL;27;5101;Matriz de Camaragibe;25012;2705101
AL;27;5200;Messias;17988;2705200
AL;27;5309;Minador do Negrão;5413;2705309
AL;27;5408;Monteirópolis;7260;2705408
AL;27;5507;Murici;28579;2705507
AL;27;5606;Novo Lino;12821;2705606
AL;27;5705;Olho d'Água das Flores;21767;2705705
AL;27;5804;Olho d'Água do Casado;9459;2705804
AL;27;5903;Olho d'Água Grande;5195;2705903
AL;27;6000;Olivença;11772;2706000
AL;27;6109;Ouro Branco;11635;2706109
AL;27;6208;Palestina;5066;2706208
AL;27;6307;Palmeira dos Índios;74208;2706307
AL;27;6406;Pão de Açúcar;24792;2706406
AL;27;6422;Pariconha;10684;2706422
AL;27;6448;Paripueira;13252;2706448
AL;27;6505;Passo de Camaragibe;15461;2706505
AL;27;6604;Paulo Jacinto;7679;2706604
AL;27;6703;Penedo;64497;2706703
AL;27;6802;Piaçabuçu;18074;2706802
AL;27;6901;Pilar;35552;2706901
AL;27;7008;Pindoba;2953;2707008
AL;27;7107;Piranhas;25298;2707107
AL;27;7206;Poço das Trincheiras;14575;2707206
AL;27;7305;Porto Calvo;27501;2707305
AL;27;7404;Porto de Pedras;7965;2707404
AL;27;7503;Porto Real do Colégio;20327;2707503
AL;27;7602;Quebrangulo;11496;2707602
AL;27;7701;Rio Largo;76019;2707701
AL;27;7800;Roteiro;6774;2707800
AL;27;7909;Santa Luzia do Norte;7386;2707909
AL;27;8006;Santana do Ipanema;48232;2708006
AL;27;8105;Santana do Mundaú;10899;2708105
AL;27;8204;São Brás;7058;2708204
AL;27;8303;São José da Laje;24226;2708303
AL;27;8402;São José da Tapera;32626;2708402
AL;27;8501;São Luís do Quitunde;34961;2708501
AL;27;8600;São Miguel dos Campos;61827;2708600
AL;27;8709;São Miguel dos Milagres;8022;2708709
AL;27;8808;São Sebastião;34551;2708808
AL;27;8907;Satuba;13949;2708907
AL;27;8956;Senador Rui Palmeira;14036;2708956
AL;27;9004;Tanque d'Arca;6270;2709004
AL;27;9103;Taquarana;20205;2709103
AL;27;9152;Teotônio Vilela;44666;2709152
AL;27;9202;Traipu;28070;2709202
AL;27;9301;União dos Palmares;66477;2709301
AL;27;9400;Viçosa;26143;2709400
SE;28;100;Amparo de São Francisco;2390;2800100
SE;28;209;Aquidabã;21589;2800209
SE;28;308;Aracaju;650106;2800308
SE;28;407;Arauá;10362;2800407
SE;28;506;Areia Branca;18489;2800506
SE;28;605;Barra dos Coqueiros;29807;2800605
SE;28;670;Boquim;26961;2800670
SE;28;704;Brejo Grande;8322;2800704
SE;28;1009;Campo do Brito;18111;2801009
SE;28;1108;Canhoba;4058;2801108
SE;28;1207;Canindé de São Francisco;29372;2801207
SE;28;1306;Capela;34050;2801306
SE;28;1405;Carira;21842;2801405
SE;28;1504;Carmópolis;16275;2801504
SE;28;1603;Cedro de São João;5933;2801603
SE;28;1702;Cristinápolis;18270;2801702
SE;28;1900;Cumbe;4012;2801900
SE;28;2007;Divina Pastora;5058;2802007
SE;28;2106;Estância;69278;2802106
SE;28;2205;Feira Nova;5616;2802205
SE;28;2304;Frei Paulo;15349;2802304
SE;28;2403;Gararu;11736;2802403
SE;28;2502;General Maynard;3315;2802502
SE;28;2601;Graccho Cardoso;5870;2802601
SE;28;2700;Ilha das Flores;8611;2802700
SE;28;2809;Indiaroba;17810;2802809
SE;28;2908;Itabaiana;95196;2802908
SE;28;3005;Itabaianinha;41961;2803005
SE;28;3104;Itabi;4988;2803104
SE;28;3203;Itaporanga d'Ajuda;34101;2803203
SE;28;3302;Japaratuba;18656;2803302
SE;28;3401;Japoatã;13238;2803401
SE;28;3500;Lagarto;104099;2803500
SE;28;3609;Laranjeiras;29700;2803609
SE;28;3708;Macambira;6920;2803708
SE;28;3807;Malhada dos Bois;3693;2803807
SE;28;3906;Malhador;12691;2803906
SE;28;4003;Maruim;17297;2804003
SE;28;4102;Moita Bonita;11438;2804102
SE;28;4201;Monte Alegre de Sergipe;15177;2804201
SE;28;4300;Muribeca;7683;2804300
SE;28;4409;Neópolis;18953;2804409
SE;28;4458;Nossa Senhora Aparecida;8869;2804458
SE;28;4508;Nossa Senhora da Glória;36613;2804508
SE;28;4607;Nossa Senhora das Dores;26624;2804607
SE;28;4706;Nossa Senhora de Lourdes;6530;2804706
SE;28;4805;Nossa Senhora do Socorro;181928;2804805
SE;28;4904;Pacatuba;14420;2804904
SE;28;5000;Pedra Mole;3254;2805000
SE;28;5109;Pedrinhas;9594;2805109
SE;28;5208;Pinhão;6556;2805208
SE;28;5307;Pirambu;9241;2805307
SE;28;5406;Poço Redondo;34529;2805406
SE;28;5505;Poço Verde;23740;2805505
SE;28;5604;Porto da Folha;28735;2805604
SE;28;5703;Propriá;29834;2805703
SE;28;5802;Riachão do Dantas;20014;2805802
SE;28;5901;Riachuelo;10196;2805901
SE;28;6008;Ribeirópolis;18641;2806008
SE;28;6107;Rosário do Catete;10699;2806107
SE;28;6206;Salgado;20168;2806206
SE;28;6305;Santa Luzia do Itanhy;14034;2806305
SE;28;6404;Santana do São Francisco;7751;2806404
SE;28;6503;Santa Rosa de Lima;3938;2806503
SE;28;6602;Santo Amaro das Brotas;12146;2806602
SE;28;6701;São Cristóvão;89232;2806701
SE;28;6800;São Domingos;11133;2806800
SE;28;6909;São Francisco;3983;2806909
SE;28;7006;São Miguel do Aleixo;3943;2807006
SE;28;7105;Simão Dias;40838;2807105
SE;28;7204;Siriri;8851;2807204
SE;28;7303;Telha;3221;2807303
SE;28;7402;Tobias Barreto;52156;2807402
SE;28;7501;Tomar do Geru;13208;2807501
SE;28;7600;Umbaúba;25114;2807600
BA;29;108;Abaíra;9199;2900108
BA;29;207;Abaré;20189;2900207
BA;29;306;Acajutiba;15727;2900306
BA;29;355;Adustina;17349;2900355
BA;29;405;Água Fria;17508;2900405
BA;29;504;Érico Cardoso;11212;2900504
BA;29;603;Aiquara;4725;2900603
BA;29;702;Alagoinhas;155979;2900702
BA;29;801;Alcobaça;23376;2900801
BA;29;900;Almadina;5985;2900900
BA;29;1007;Amargosa;38259;2901007
BA;29;1106;Amélia Rodrigues;26409;2901106
BA;29;1155;América Dourada;16798;2901155
BA;29;1205;Anagé;19568;2901205
BA;29;1304;Andaraí;13737;2901304
BA;29;1353;Andorinha;15490;2901353
BA;29;1403;Angical;14690;2901403
BA;29;1502;Anguera;11481;2901502
BA;29;1601;Antas;19569;2901601
BA;29;1700;Antônio Cardoso;12208;2901700
BA;29;1809;Antônio Gonçalves;12072;2901809
BA;29;1908;Aporá;18334;2901908
BA;29;1957;Apuarema;7730;2901957
BA;29;2005;Aracatu;13962;2902005
BA;29;2054;Araças;12608;2902054
BA;29;2104;Araci;55935;2902104
BA;29;2203;Aramari;11703;2902203
BA;29;2252;Arataca;11661;2902252
BA;29;2302;Aratuípe;9171;2902302
BA;29;2401;Aurelino Leal;12706;2902401
BA;29;2500;Baianópolis;14323;2902500
BA;29;2609;Baixa Grande;21403;2902609
BA;29;2658;Banzaê;13765;2902658
BA;29;2708;Barra;54915;2902708
BA;29;2807;Barra da Estiva;22082;2902807
BA;29;2906;Barra do Choça;34121;2902906
BA;29;3003;Barra do Mendes;14560;2903003
BA;29;3102;Barra do Rocha;6258;2903102
BA;29;3201;Barreiras;157638;2903201
BA;29;3235;Barro Alto;15217;2903235
BA;29;3276;Barrocas;16296;2903276
BA;29;3300;Barro Preto;6251;2903300
BA;29;3409;Belmonte;24013;2903409
BA;29;3508;Belo Campo;18247;2903508
BA;29;3607;Biritinga;16653;2903607
BA;29;3706;Boa Nova;14069;2903706
BA;29;3805;Boa Vista do Tupim;19502;2903805
BA;29;3904;Bom Jesus da Lapa;70618;2903904
BA;29;3953;Bom Jesus da Serra;10477;2903953
BA;29;4001;Boninal;14760;2904001
BA;29;4050;Bonito;17131;2904050
BA;29;4100;Boquira;22464;2904100
BA;29;4209;Botuporã;10898;2904209
BA;29;4308;Brejões;15122;2904308
BA;29;4407;Brejolândia;10833;2904407
BA;29;4506;Brotas de Macaúbas;10974;2904506
BA;29;4605;Brumado;69677;2904605
BA;29;4704;Buerarema;19256;2904704
BA;29;4753;Buritirama;21786;2904753
BA;29;4803;Caatiba;7841;2904803
BA;29;4852;Cabaceiras do Paraguaçu;19312;2904852
BA;29;4902;Cachoeira;35139;2904902
BA;29;5008;Caculé;23817;2905008
BA;29;5107;Caém;10058;2905107
BA;29;5156;Caetanos;16106;2905156
BA;29;5206;Caetité;52853;2905206
BA;29;5305;Cafarnaum;19006;2905305
BA;29;5404;Cairu;18224;2905404
BA;29;5503;Caldeirão Grande;13713;2905503
BA;29;5602;Camacan;33310;2905602
BA;29;5701;Camaçari;296893;2905701
BA;29;5800;Camamu;36644;2905800
BA;29;5909;Campo Alegre de Lourdes;30048;2905909
BA;29;6006;Campo Formoso;73448;2906006
BA;29;6105;Canápolis;10151;2906105
BA;29;6204;Canarana;26862;2906204
BA;29;6303;Canavieiras;33002;2906303
BA;29;6402;Candeal;8837;2906402
BA;29;6501;Candeias;89707;2906501
BA;29;6600;Candiba;14792;2906600
BA;29;6709;Cândido Sales;26674;2906709
BA;29;6808;Cansanção;36191;2906808
BA;29;6824;Canudos;17316;2906824
BA;29;6857;Capela do Alto Alegre;12199;2906857
BA;29;6873;Capim Grosso;31392;2906873
BA;29;6899;Caraíbas;9773;2906899
BA;29;6907;Caravelas;22740;2906907
BA;29;7004;Cardeal da Silva;9544;2907004
BA;29;7103;Carinhanha;30118;2907103
BA;29;7202;Casa Nova;73382;2907202
BA;29;7301;Castro Alves;27238;2907301
BA;29;7400;Catolândia;3669;2907400
BA;29;7509;Catu;56459;2907509
BA;29;7558;Caturama;9764;2907558
BA;29;7608;Central;17969;2907608
BA;29;7707;Chorrochó;11591;2907707
BA;29;7806;Cícero Dantas;34676;2907806
BA;29;7905;Cipó;17739;2907905
BA;29;8002;Coaraci;19022;2908002
BA;29;8101;Cocos;19498;2908101
BA;29;8200;Conceição da Feira;23024;2908200
BA;29;8309;Conceição do Almeida;18229;2908309
BA;29;8408;Conceição do Coité;68303;2908408
BA;29;8507;Conceição do Jacuípe;33876;2908507
BA;29;8606;Conde;26371;2908606
BA;29;8705;Condeúba;18191;2908705
BA;29;8804;Contendas do Sincorá;4299;2908804
BA;29;8903;Coração de Maria;23896;2908903
BA;29;9000;Cordeiros;8904;2909000
BA;29;9109;Coribe;14933;2909109
BA;29;9208;Coronel João Sá;16814;2909208
BA;29;9307;Correntina;33361;2909307
BA;29;9406;Cotegipe;14414;2909406
BA;29;9505;Cravolândia;5576;2909505
BA;29;9604;Crisópolis;21835;2909604
BA;29;9703;Cristópolis;14403;2909703
BA;29;9802;Cruz das Almas;64932;2909802
BA;29;9901;Curaçá;35524;2909901
BA;29;10008;Dário Meira;11716;2910008
BA;29;10057;Dias d'Ávila;80657;2910057
BA;29;10107;Dom Basílio;12604;2910107
BA;29;10206;Dom Macedo Costa;4212;2910206
BA;29;10305;Elísio Medrado;8461;2910305
BA;29;10404;Encruzilhada;19376;2910404
BA;29;10503;Entre Rios;43223;2910503
BA;29;10602;Esplanada;37845;2910602
BA;29;10701;Euclides da Cunha;61924;2910701
BA;29;10727;Eunápolis;115290;2910727
BA;29;10750;Fátima;18443;2910750
BA;29;10776;Feira da Mata;5922;2910776
BA;29;10800;Feira de Santana;627477;2910800
BA;29;10859;Filadélfia;17176;2910859
BA;29;10909;Firmino Alves;5822;2910909
BA;29;11006;Floresta Azul;11244;2911006
BA;29;11105;Formosa do Rio Preto;25912;2911105
BA;29;11204;Gandu;33234;2911204
BA;29;11253;Gavião;4725;2911253
BA;29;11303;Gentio do Ouro;11639;2911303
BA;29;11402;Glória;15840;2911402
